Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Address,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Completion Date,Purchaser Address Indicator,Postal Code,Postal District,Postal Sector,Planning Region,Planning Area
RIVERCOVE RESIDENCES,"956,300",958,998,14-Apr-18,34 ANCHORVALE LANE #09-28,New Sale,Strata,89,"10,745",-,Executive Condominium,1,99 yrs from 05/12/2016,Uncompleted,HDB,544591,19,54,North East Region,Sengkang
RIVERCOVE RESIDENCES,"1,095,500","1,108.69",988,14-Apr-18,26 ANCHORVALE LANE #14-10,New Sale,Strata,103,"10,636",-,Executive Condominium,1,99 yrs from 05/12/2016,Uncompleted,HDB,544587,19,54,North East Region,Sengkang
RIVERCOVE RESIDENCES,"1,034,300","1,076.40",961,14-Apr-18,34 ANCHORVALE LANE #07-26,New Sale,Strata,100,"10,343",-,Executive Condominium,1,99 yrs from 05/12/2016,Uncompleted,N.A,544591,19,54,North East Region,Sengkang
RIVERCOVE RESIDENCES,"912,200",904.18,"1,009",14-Apr-18,26 ANCHORVALE LANE #12-09,New Sale,Strata,84,"10,860",-,Executive Condominium,1,99 yrs from 05/12/2016,Uncompleted,HDB,544587,19,54,North East Region,Sengkang
RIVERCOVE RESIDENCES,"1,051,500","1,108.69",948,14-Apr-18,28 ANCHORVALE LANE #04-13,New Sale,Strata,103,"10,209",-,Executive Condominium,1,99 yrs from 05/12/2016,Uncompleted,N.A,544588,19,54,North East Region,Sengkang
RIVERCOVE RESIDENCES,"1,173,300","1,280.92",916,14-Apr-18,32 ANCHORVALE LANE #02-23,New Sale,Strata,119,"9,860",-,Executive Condominium,1,99 yrs from 05/12/2016,Uncompleted,HDB,544590,19,54,North East Region,Sengkang
RIVERCOVE RESIDENCES,"1,096,500","1,108.69",989,14-Apr-18,28 ANCHORVALE LANE #13-13,New Sale,Strata,103,"10,646",-,Executive Condominium,1,99 yrs from 05/12/2016,Uncompleted,HDB,544588,19,54,North East Region,Sengkang
RIVERCOVE RESIDENCES,"935,400",904.18,"1,035",14-Apr-18,26 ANCHORVALE LANE #11-09,New Sale,Strata,84,"11,136",-,Executive Condominium,1,99 yrs from 05/12/2016,Uncompleted,HDB,544587,19,54,North East Region,Sengkang
RIVERCOVE RESIDENCES,"1,121,200","1,162.51",964,14-Apr-18,22 ANCHORVALE LANE #15-08,New Sale,Strata,108,"10,381",-,Executive Condominium,1,99 yrs from 05/12/2016,Uncompleted,N.A,544585,19,54,North East Region,Sengkang
RIVERCOVE RESIDENCES,"974,300",958,"1,017",14-Apr-18,38 ANCHORVALE LANE #13-36,New Sale,Strata,89,"10,947",-,Executive Condominium,1,99 yrs from 05/12/2016,Uncompleted,N.A,544593,19,54,North East Region,Sengkang
RIVERCOVE RESIDENCES,"1,047,000","1,108.69",944,14-Apr-18,32 ANCHORVALE LANE #03-21,New Sale,Strata,103,"10,165",-,Executive Condominium,1,99 yrs from 05/12/2016,Uncompleted,HDB,544590,19,54,North East Region,Sengkang
RIVERCOVE RESIDENCES,"880,800",958,919,14-Apr-18,30 ANCHORVALE LANE #01-20,New Sale,Strata,89,"9,897",-,Executive Condominium,1,99 yrs from 05/12/2016,Uncompleted,HDB,544589,19,54,North East Region,Sengkang
RIVERCOVE RESIDENCES,"1,124,300","1,216.33",924,14-Apr-18,26 ANCHORVALE LANE #06-11,New Sale,Strata,113,"9,950",-,Executive Condominium,1,99 yrs from 05/12/2016,Uncompleted,HDB,544587,19,54,North East Region,Sengkang
RIVERCOVE RESIDENCES,"1,177,300","1,184.04",994,14-Apr-18,36 ANCHORVALE LANE #07-30,New Sale,Strata,110,"10,703",-,Executive Condominium,1,99 yrs from 05/12/2016,Uncompleted,HDB,544592,19,54,North East Region,Sengkang
RIVERCOVE RESIDENCES,"1,119,300","1,216.33",920,14-Apr-18,26 ANCHORVALE LANE #05-11,New Sale,Strata,113,"9,905",-,Executive Condominium,1,99 yrs from 05/12/2016,Uncompleted,HDB,544587,19,54,North East Region,Sengkang
RIVERCOVE RESIDENCES,"1,228,300","1,280.92",959,14-Apr-18,32 ANCHORVALE LANE #10-23,New Sale,Strata,119,"10,322",-,Executive Condominium,1,99 yrs from 05/12/2016,Uncompleted,HDB,544590,19,54,North East Region,Sengkang
RIVERCOVE RESIDENCES,"1,196,000","1,216.33",983,14-Apr-18,28 ANCHORVALE LANE #08-14,New Sale,Strata,113,"10,584",-,Executive Condominium,1,99 yrs from 05/12/2016,Uncompleted,HDB,544588,19,54,North East Region,Sengkang
RIVERCOVE RESIDENCES,"980,400",958,"1,023",14-Apr-18,38 ANCHORVALE LANE #04-33,New Sale,Strata,89,"11,016",-,Executive Condominium,1,99 yrs from 05/12/2016,Uncompleted,HDB,544593,19,54,North East Region,Sengkang
RIVERCOVE RESIDENCES,"929,300",958,970,14-Apr-18,34 ANCHORVALE LANE #04-28,New Sale,Strata,89,"10,442",-,Executive Condominium,1,99 yrs from 05/12/2016,Uncompleted,HDB,544591,19,54,North East Region,Sengkang
RIVERCOVE RESIDENCES,"1,000,800","1,076.40",930,14-Apr-18,32 ANCHORVALE LANE #07-22,New Sale,Strata,100,"10,008",-,Executive Condominium,1,99 yrs from 05/12/2016,Uncompleted,HDB,544590,19,54,North East Region,Sengkang
RIVERCOVE RESIDENCES,"1,154,300","1,216.33",949,14-Apr-18,26 ANCHORVALE LANE #09-11,New Sale,Strata,113,"10,215",-,Executive Condominium,1,99 yrs from 05/12/2016,Uncompleted,N.A,544587,19,54,North East Region,Sengkang
RIVERCOVE RESIDENCES,"1,101,600","1,184.04",930,14-Apr-18,30 ANCHORVALE LANE #03-18,New Sale,Strata,110,"10,015",-,Executive Condominium,1,99 yrs from 05/12/2016,Uncompleted,HDB,544589,19,54,North East Region,Sengkang
RIVERCOVE RESIDENCES,"1,060,700","1,076.40",985,14-Apr-18,34 ANCHORVALE LANE #06-26,New Sale,Strata,100,"10,607",-,Executive Condominium,1,99 yrs from 05/12/2016,Uncompleted,HDB,544591,19,54,North East Region,Sengkang
RIVERCOVE RESIDENCES,"1,391,900","1,485.43",937,14-Apr-18,40 ANCHORVALE LANE #01-39,New Sale,Strata,138,"10,086",-,Executive Condominium,1,99 yrs from 05/12/2016,Uncompleted,HDB,544594,19,54,North East Region,Sengkang
RIVERCOVE RESIDENCES,"1,220,000","1,280.92",952,14-Apr-18,38 ANCHORVALE LANE #02-34,New Sale,Strata,119,"10,252",-,Executive Condominium,1,99 yrs from 05/12/2016,Uncompleted,N.A,544593,19,54,North East Region,Sengkang
RIVERCOVE RESIDENCES,"1,165,500","1,184.04",984,14-Apr-18,30 ANCHORVALE LANE #08-18,New Sale,Strata,110,"10,595",-,Executive Condominium,1,99 yrs from 05/12/2016,Uncompleted,HDB,544589,19,54,North East Region,Sengkang
RIVERCOVE RESIDENCES,"1,044,700","1,076.40",971,14-Apr-18,36 ANCHORVALE LANE #09-31,New Sale,Strata,100,"10,447",-,Executive Condominium,1,99 yrs from 05/12/2016,Uncompleted,HDB,544592,19,54,North East Region,Sengkang
RIVERCOVE RESIDENCES,"1,030,800","1,076.40",958,14-Apr-18,30 ANCHORVALE LANE #07-19,New Sale,Strata,100,"10,308",-,Executive Condominium,1,99 yrs from 05/12/2016,Uncompleted,N.A,544589,19,54,North East Region,Sengkang
RIVERCOVE RESIDENCES,"1,075,500","1,076.40",999,14-Apr-18,38 ANCHORVALE LANE #14-35,New Sale,Strata,100,"10,755",-,Executive Condominium,1,99 yrs from 05/12/2016,Uncompleted,HDB,544593,19,54,North East Region,Sengkang
RIVERCOVE RESIDENCES,"987,300","1,076.40",917,14-Apr-18,32 ANCHORVALE LANE #04-22,New Sale,Strata,100,"9,873",-,Executive Condominium,1,99 yrs from 05/12/2016,Uncompleted,N.A,544590,19,54,North East Region,Sengkang
RIVERCOVE RESIDENCES,"992,300",958,"1,036",14-Apr-18,38 ANCHORVALE LANE #12-33,New Sale,Strata,89,"11,149",-,Executive Condominium,1,99 yrs from 05/12/2016,Uncompleted,HDB,544593,19,54,North East Region,Sengkang
RIVERCOVE RESIDENCES,"1,009,800","1,076.40",938,14-Apr-18,32 ANCHORVALE LANE #08-22,New Sale,Strata,100,"10,098",-,Executive Condominium,1,99 yrs from 05/12/2016,Uncompleted,HDB,544590,19,54,North East Region,Sengkang
RIVERCOVE RESIDENCES,"1,178,300","1,280.92",920,14-Apr-18,32 ANCHORVALE LANE #01-23,New Sale,Strata,119,"9,902",-,Executive Condominium,1,99 yrs from 05/12/2016,Uncompleted,Private,544590,19,54,North East Region,Sengkang
RIVERCOVE RESIDENCES,"1,270,000","1,280.92",991,14-Apr-18,38 ANCHORVALE LANE #11-34,New Sale,Strata,119,"10,672",-,Executive Condominium,1,99 yrs from 05/12/2016,Uncompleted,HDB,544593,19,54,North East Region,Sengkang
RIVERCOVE RESIDENCES,"1,303,000","1,280.92","1,017",14-Apr-18,38 ANCHORVALE LANE #10-34,New Sale,Strata,119,"10,950",-,Executive Condominium,1,99 yrs from 05/12/2016,Uncompleted,HDB,544593,19,54,North East Region,Sengkang
RIVERCOVE RESIDENCES,"1,201,200","1,216.33",988,14-Apr-18,28 ANCHORVALE LANE #16-14,New Sale,Strata,113,"10,630",-,Executive Condominium,1,99 yrs from 05/12/2016,Uncompleted,HDB,544588,19,54,North East Region,Sengkang
RIVERCOVE RESIDENCES,"942,800",958,984,14-Apr-18,34 ANCHORVALE LANE #07-28,New Sale,Strata,89,"10,593",-,Executive Condominium,1,99 yrs from 05/12/2016,Uncompleted,Private,544591,19,54,North East Region,Sengkang
RIVERCOVE RESIDENCES,"929,300",958,970,14-Apr-18,40 ANCHORVALE LANE #04-37,New Sale,Strata,89,"10,442",-,Executive Condominium,1,99 yrs from 05/12/2016,Uncompleted,HDB,544594,19,54,North East Region,Sengkang
RIVERCOVE RESIDENCES,"1,014,300","1,076.40",942,14-Apr-18,30 ANCHORVALE LANE #09-19,New Sale,Strata,100,"10,143",-,Executive Condominium,1,99 yrs from 05/12/2016,Uncompleted,N.A,544589,19,54,North East Region,Sengkang
RIVERCOVE RESIDENCES,"912,300",958,952,14-Apr-18,30 ANCHORVALE LANE #09-20,New Sale,Strata,89,"10,251",-,Executive Condominium,1,99 yrs from 05/12/2016,Uncompleted,HDB,544589,19,54,North East Region,Sengkang
RIVERCOVE RESIDENCES,"1,065,800","1,076.40",990,14-Apr-18,40 ANCHORVALE LANE #13-38,New Sale,Strata,100,"10,658",-,Executive Condominium,1,99 yrs from 05/12/2016,Uncompleted,Private,544594,19,54,North East Region,Sengkang
RIVERCOVE RESIDENCES,"1,045,800","1,076.40",972,14-Apr-18,36 ANCHORVALE LANE #16-31,New Sale,Strata,100,"10,458",-,Executive Condominium,1,99 yrs from 05/12/2016,Uncompleted,HDB,544592,19,54,North East Region,Sengkang
RIVERCOVE RESIDENCES,"1,457,900","1,485.43",981,14-Apr-18,40 ANCHORVALE LANE #14-39,New Sale,Strata,138,"10,564",-,Executive Condominium,1,99 yrs from 05/12/2016,Uncompleted,HDB,544594,19,54,North East Region,Sengkang
RIVERCOVE RESIDENCES,"930,300",958,971,14-Apr-18,30 ANCHORVALE LANE #13-20,New Sale,Strata,89,"10,453",-,Executive Condominium,1,99 yrs from 05/12/2016,Uncompleted,HDB,544589,19,54,North East Region,Sengkang
RIVERCOVE RESIDENCES,"1,191,300","1,184.04","1,006",14-Apr-18,28 ANCHORVALE LANE #13-15,New Sale,Strata,110,"10,830",-,Executive Condominium,1,99 yrs from 05/12/2016,Uncompleted,HDB,544588,19,54,North East Region,Sengkang
RIVERCOVE RESIDENCES,"1,191,300","1,184.04","1,006",14-Apr-18,30 ANCHORVALE LANE #13-18,New Sale,Strata,110,"10,830",-,Executive Condominium,1,99 yrs from 05/12/2016,Uncompleted,HDB,544589,19,54,North East Region,Sengkang
RIVERCOVE RESIDENCES,"960,800",958,"1,003",14-Apr-18,38 ANCHORVALE LANE #10-36,New Sale,Strata,89,"10,796",-,Executive Condominium,1,99 yrs from 05/12/2016,Uncompleted,HDB,544593,19,54,North East Region,Sengkang
RIVERCOVE RESIDENCES,"1,171,600","1,184.04",989,14-Apr-18,28 ANCHORVALE LANE #16-15,New Sale,Strata,110,"10,651",-,Executive Condominium,1,99 yrs from 05/12/2016,Uncompleted,HDB,544588,19,54,North East Region,Sengkang
RIVERCOVE RESIDENCES,"1,402,600","1,485.43",944,14-Apr-18,34 ANCHORVALE LANE #09-27,New Sale,Strata,138,"10,164",-,Executive Condominium,1,99 yrs from 05/12/2016,Uncompleted,N.A,544591,19,54,North East Region,Sengkang
RIVERCOVE RESIDENCES,"1,136,600","1,184.04",960,14-Apr-18,30 ANCHORVALE LANE #09-18,New Sale,Strata,110,"10,333",-,Executive Condominium,1,99 yrs from 05/12/2016,Uncompleted,HDB,544589,19,54,North East Region,Sengkang
RIVERCOVE RESIDENCES,"1,096,600","1,184.04",926,14-Apr-18,28 ANCHORVALE LANE #02-15,New Sale,Strata,110,"9,969",-,Executive Condominium,1,99 yrs from 05/12/2016,Uncompleted,HDB,544588,19,54,North East Region,Sengkang
RIVERCOVE RESIDENCES,"884,200",904.18,978,14-Apr-18,26 ANCHORVALE LANE #06-09,New Sale,Strata,84,"10,526",-,Executive Condominium,1,99 yrs from 05/12/2016,Uncompleted,HDB,544587,19,54,North East Region,Sengkang
RIVERCOVE RESIDENCES,"1,167,000","1,184.04",986,14-Apr-18,36 ANCHORVALE LANE #05-30,New Sale,Strata,110,"10,609",-,Executive Condominium,1,99 yrs from 05/12/2016,Uncompleted,HDB,544592,19,54,North East Region,Sengkang
RIVERCOVE RESIDENCES,"989,600",958,"1,033",14-Apr-18,38 ANCHORVALE LANE #06-33,New Sale,Strata,89,"11,119",-,Executive Condominium,1,99 yrs from 05/12/2016,Uncompleted,HDB,544593,19,54,North East Region,Sengkang
RIVERCOVE RESIDENCES,"1,240,000","1,280.92",968,14-Apr-18,38 ANCHORVALE LANE #06-34,New Sale,Strata,119,"10,420",-,Executive Condominium,1,99 yrs from 05/12/2016,Uncompleted,HDB,544593,19,54,North East Region,Sengkang
RIVERCOVE RESIDENCES,"928,200",904.18,"1,027",14-Apr-18,26 ANCHORVALE LANE #16-09,New Sale,Strata,84,"11,050",-,Executive Condominium,1,99 yrs from 05/12/2016,Uncompleted,N.A,544587,19,54,North East Region,Sengkang
RIVERCOVE RESIDENCES,"834,600",904.18,923,14-Apr-18,26 ANCHORVALE LANE #04-12,New Sale,Strata,84,"9,936",-,Executive Condominium,1,99 yrs from 05/12/2016,Uncompleted,HDB,544587,19,54,North East Region,Sengkang
RIVERCOVE RESIDENCES,"998,900",958,"1,043",14-Apr-18,38 ANCHORVALE LANE #12-36,New Sale,Strata,89,"11,224",-,Executive Condominium,1,99 yrs from 05/12/2016,Uncompleted,HDB,544593,19,54,North East Region,Sengkang
RIVERCOVE RESIDENCES,"1,057,500","1,076.40",982,14-Apr-18,38 ANCHORVALE LANE #10-35,New Sale,Strata,100,"10,575",-,Executive Condominium,1,99 yrs from 05/12/2016,Uncompleted,N.A,544593,19,54,North East Region,Sengkang
RIVERCOVE RESIDENCES,"1,039,500","1,076.40",966,14-Apr-18,38 ANCHORVALE LANE #07-35,New Sale,Strata,100,"10,395",-,Executive Condominium,1,99 yrs from 05/12/2016,Uncompleted,N.A,544593,19,54,North East Region,Sengkang
RIVERCOVE RESIDENCES,"987,800",958,"1,031",14-Apr-18,38 ANCHORVALE LANE #16-36,New Sale,Strata,89,"11,099",-,Executive Condominium,1,99 yrs from 05/12/2016,Uncompleted,HDB,544593,19,54,North East Region,Sengkang
RIVERCOVE RESIDENCES,"1,389,100","1,485.43",935,14-Apr-18,34 ANCHORVALE LANE #04-27,New Sale,Strata,138,"10,066",-,Executive Condominium,1,99 yrs from 05/12/2016,Uncompleted,HDB,544591,19,54,North East Region,Sengkang
RIVERCOVE RESIDENCES,"1,029,800","1,076.40",957,14-Apr-18,40 ANCHORVALE LANE #06-38,New Sale,Strata,100,"10,298",-,Executive Condominium,1,99 yrs from 05/12/2016,Uncompleted,HDB,544594,19,54,North East Region,Sengkang
RIVERCOVE RESIDENCES,"876,200",904.18,969,14-Apr-18,26 ANCHORVALE LANE #04-09,New Sale,Strata,84,"10,431",-,Executive Condominium,1,99 yrs from 05/12/2016,Uncompleted,HDB,544587,19,54,North East Region,Sengkang
RIVERCOVE RESIDENCES,"924,800",958,965,14-Apr-18,38 ANCHORVALE LANE #03-36,New Sale,Strata,89,"10,391",-,Executive Condominium,1,99 yrs from 05/12/2016,Uncompleted,N.A,544593,19,54,North East Region,Sengkang
RIVERCOVE RESIDENCES,"1,082,000","1,108.69",976,14-Apr-18,28 ANCHORVALE LANE #06-16,New Sale,Strata,103,"10,505",-,Executive Condominium,1,99 yrs from 05/12/2016,Uncompleted,HDB,544588,19,54,North East Region,Sengkang
RIVERCOVE RESIDENCES,"1,065,000","1,108.69",961,14-Apr-18,28 ANCHORVALE LANE #07-13,New Sale,Strata,103,"10,340",-,Executive Condominium,1,99 yrs from 05/12/2016,Uncompleted,N.A,544588,19,54,North East Region,Sengkang
RIVERCOVE RESIDENCES,"1,045,800","1,076.40",972,14-Apr-18,30 ANCHORVALE LANE #16-19,New Sale,Strata,100,"10,458",-,Executive Condominium,1,99 yrs from 05/12/2016,Uncompleted,Private,544589,19,54,North East Region,Sengkang
RIVERCOVE RESIDENCES,"1,183,300","1,280.92",924,14-Apr-18,32 ANCHORVALE LANE #04-23,New Sale,Strata,119,"9,944",-,Executive Condominium,1,99 yrs from 05/12/2016,Uncompleted,N.A,544590,19,54,North East Region,Sengkang
RIVERCOVE RESIDENCES,"1,342,600","1,485.43",904,14-Apr-18,34 ANCHORVALE LANE #03-27,New Sale,Strata,138,"9,729",-,Executive Condominium,1,99 yrs from 05/12/2016,Uncompleted,N.A,544591,19,54,North East Region,Sengkang
RIVERCOVE RESIDENCES,"957,200",958,999,14-Apr-18,38 ANCHORVALE LANE #04-36,New Sale,Strata,89,"10,755",-,Executive Condominium,1,99 yrs from 05/12/2016,Uncompleted,HDB,544593,19,54,North East Region,Sengkang
RIVERCOVE RESIDENCES,"1,049,400","1,076.40",975,14-Apr-18,32 ANCHORVALE LANE #10-22,New Sale,Strata,100,"10,494",-,Executive Condominium,1,99 yrs from 05/12/2016,Uncompleted,HDB,544590,19,54,North East Region,Sengkang
RIVERCOVE RESIDENCES,"924,600",958,965,14-Apr-18,30 ANCHORVALE LANE #07-17,New Sale,Strata,89,"10,389",-,Executive Condominium,1,99 yrs from 05/12/2016,Uncompleted,HDB,544589,19,54,North East Region,Sengkang
RIVERCOVE RESIDENCES,"947,900",958,989,14-Apr-18,34 ANCHORVALE LANE #02-28,New Sale,Strata,89,"10,651",-,Executive Condominium,1,99 yrs from 05/12/2016,Uncompleted,HDB,544591,19,54,North East Region,Sengkang
RIVERCOVE RESIDENCES,"1,047,800","1,076.40",973,14-Apr-18,34 ANCHORVALE LANE #09-26,New Sale,Strata,100,"10,478",-,Executive Condominium,1,99 yrs from 05/12/2016,Uncompleted,N.A,544591,19,54,North East Region,Sengkang
RIVERCOVE RESIDENCES,"1,047,500","1,076.40",973,14-Apr-18,38 ANCHORVALE LANE #02-35,New Sale,Strata,100,"10,475",-,Executive Condominium,1,99 yrs from 05/12/2016,Uncompleted,Private,544593,19,54,North East Region,Sengkang
RIVERCOVE RESIDENCES,"965,300",958,"1,008",14-Apr-18,38 ANCHORVALE LANE #07-33,New Sale,Strata,89,"10,846",-,Executive Condominium,1,99 yrs from 05/12/2016,Uncompleted,Private,544593,19,54,North East Region,Sengkang
RIVERCOVE RESIDENCES,"1,078,500","1,108.69",973,14-Apr-18,28 ANCHORVALE LANE #09-13,New Sale,Strata,103,"10,471",-,Executive Condominium,1,99 yrs from 05/12/2016,Uncompleted,HDB,544588,19,54,North East Region,Sengkang
RIVERCOVE RESIDENCES,"983,300",958,"1,026",14-Apr-18,36 ANCHORVALE LANE #15-29,New Sale,Strata,89,"11,048",-,Executive Condominium,1,99 yrs from 05/12/2016,Uncompleted,N.A,544592,19,54,North East Region,Sengkang
RIVERCOVE RESIDENCES,"1,025,300","1,076.40",953,14-Apr-18,34 ANCHORVALE LANE #05-26,New Sale,Strata,100,"10,253",-,Executive Condominium,1,99 yrs from 05/12/2016,Uncompleted,Private,544591,19,54,North East Region,Sengkang
RIVERCOVE RESIDENCES,"1,151,600","1,184.04",973,14-Apr-18,30 ANCHORVALE LANE #12-18,New Sale,Strata,110,"10,469",-,Executive Condominium,1,99 yrs from 05/12/2016,Uncompleted,HDB,544589,19,54,North East Region,Sengkang
RIVERCOVE RESIDENCES,"878,600",904.18,972,14-Apr-18,26 ANCHORVALE LANE #14-12,New Sale,Strata,84,"10,460",-,Executive Condominium,1,99 yrs from 05/12/2016,Uncompleted,Private,544587,19,54,North East Region,Sengkang
RIVERCOVE RESIDENCES,"1,062,700","1,162.51",914,14-Apr-18,32 ANCHORVALE LANE #03-24,New Sale,Strata,108,"9,840",-,Executive Condominium,1,99 yrs from 05/12/2016,Uncompleted,HDB,544590,19,54,North East Region,Sengkang
RIVERCOVE RESIDENCES,"1,109,800","1,108.69","1,001",14-Apr-18,26 ANCHORVALE LANE #10-10,New Sale,Strata,103,"10,775",-,Executive Condominium,1,99 yrs from 05/12/2016,Uncompleted,N.A,544587,19,54,North East Region,Sengkang
RIVERCOVE RESIDENCES,"1,464,600","1,485.43",986,14-Apr-18,40 ANCHORVALE LANE #08-39,New Sale,Strata,138,"10,613",-,Executive Condominium,1,99 yrs from 05/12/2016,Uncompleted,HDB,544594,19,54,North East Region,Sengkang
RIVERCOVE RESIDENCES,"1,433,900","1,485.43",965,14-Apr-18,40 ANCHORVALE LANE #10-39,New Sale,Strata,138,"10,391",-,Executive Condominium,1,99 yrs from 05/12/2016,Uncompleted,HDB,544594,19,54,North East Region,Sengkang
RIVERCOVE RESIDENCES,"1,198,300","1,280.92",936,14-Apr-18,32 ANCHORVALE LANE #07-23,New Sale,Strata,119,"10,070",-,Executive Condominium,1,99 yrs from 05/12/2016,Uncompleted,N.A,544590,19,54,North East Region,Sengkang
RIVERCOVE RESIDENCES,"1,077,400","1,108.69",972,14-Apr-18,28 ANCHORVALE LANE #05-16,New Sale,Strata,103,"10,460",-,Executive Condominium,1,99 yrs from 05/12/2016,Uncompleted,HDB,544588,19,54,North East Region,Sengkang
RIVERCOVE RESIDENCES,"1,043,300","1,076.40",969,14-Apr-18,34 ANCHORVALE LANE #08-26,New Sale,Strata,100,"10,433",-,Executive Condominium,1,99 yrs from 05/12/2016,Uncompleted,HDB,544591,19,54,North East Region,Sengkang
RIVERCOVE RESIDENCES,"854,600",904.18,945,14-Apr-18,26 ANCHORVALE LANE #08-12,New Sale,Strata,84,"10,174",-,Executive Condominium,1,99 yrs from 05/12/2016,Uncompleted,HDB,544587,19,54,North East Region,Sengkang
RIVERCOVE RESIDENCES,"1,012,800",958,"1,057",14-Apr-18,38 ANCHORVALE LANE #15-36,New Sale,Strata,89,"11,380",-,Executive Condominium,1,99 yrs from 05/12/2016,Uncompleted,HDB,544593,19,54,North East Region,Sengkang
RIVERCOVE RESIDENCES,"1,223,600","1,184.04","1,033",14-Apr-18,36 ANCHORVALE LANE #13-30,New Sale,Strata,110,"11,124",-,Executive Condominium,1,99 yrs from 05/12/2016,Uncompleted,HDB,544592,19,54,North East Region,Sengkang
RIVERCOVE RESIDENCES,"923,100",904.18,"1,021",14-Apr-18,26 ANCHORVALE LANE #08-09,New Sale,Strata,84,"10,989",-,Executive Condominium,1,99 yrs from 05/12/2016,Uncompleted,N.A,544587,19,54,North East Region,Sengkang
RIVERCOVE RESIDENCES,"947,300",958,989,14-Apr-18,38 ANCHORVALE LANE #03-33,New Sale,Strata,89,"10,644",-,Executive Condominium,1,99 yrs from 05/12/2016,Uncompleted,HDB,544593,19,54,North East Region,Sengkang
RIVERCOVE RESIDENCES,"862,500",904.18,954,14-Apr-18,22 ANCHORVALE LANE #12-06,New Sale,Strata,84,"10,268",-,Executive Condominium,1,99 yrs from 05/12/2016,Uncompleted,HDB,544585,19,54,North East Region,Sengkang
RIVERCOVE RESIDENCES,"838,500",904.18,927,14-Apr-18,22 ANCHORVALE LANE #07-06,New Sale,Strata,84,"9,982",-,Executive Condominium,1,99 yrs from 05/12/2016,Uncompleted,N.A,544585,19,54,North East Region,Sengkang
RIVERCOVE RESIDENCES,"915,600",958,956,14-Apr-18,30 ANCHORVALE LANE #05-17,New Sale,Strata,89,"10,288",-,Executive Condominium,1,99 yrs from 05/12/2016,Uncompleted,HDB,544589,19,54,North East Region,Sengkang
RIVERCOVE RESIDENCES,"1,104,500","1,108.69",996,14-Apr-18,26 ANCHORVALE LANE #16-10,New Sale,Strata,103,"10,723",-,Executive Condominium,1,99 yrs from 05/12/2016,Uncompleted,HDB,544587,19,54,North East Region,Sengkang
RIVERCOVE RESIDENCES,"1,178,300","1,280.92",920,14-Apr-18,32 ANCHORVALE LANE #03-23,New Sale,Strata,119,"9,902",-,Executive Condominium,1,99 yrs from 05/12/2016,Uncompleted,HDB,544590,19,54,North East Region,Sengkang
RIVERCOVE RESIDENCES,"1,121,600","1,184.04",947,14-Apr-18,30 ANCHORVALE LANE #07-18,New Sale,Strata,110,"10,196",-,Executive Condominium,1,99 yrs from 05/12/2016,Uncompleted,HDB,544589,19,54,North East Region,Sengkang
